transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created
36347,0.0,0.0,0,112,36240.0,unknown,11,5
36349,0.0,0.0,0,117,36240.0,unknown,11,5
36350,0.0,0.0,0,117,36240.0,unknown,11,5
36352,0.0,0.0,0,115,36240.0,unknown,11,5
36353,0.0,0.0,0,115,36240.0,unknown,11,5
36355,0.0,0.0,0,114,36240.0,unknown,11,5
36356,0.0,0.0,0,114,36240.0,unknown,11,5
36358,0.0,0.0,0,112,36240.0,unknown,11,5
36359,0.0,0.0,0,112,36240.0,unknown,11,5
36361,0.0,0.0,0,115,36240.0,unknown,11,5
36362,0.0,0.0,0,115,36240.0,unknown,12,5
36364,0.0,0.0,0,114,36240.0,unknown,12,5
36365,0.0,0.0,0,114,36240.0,unknown,12,5
36367,0.0,0.0,0,118,36240.0,unknown,12,5
36368,0.0,0.0,0,118,36240.0,unknown,12,5
36370,0.0,0.0,0,118,36240.0,unknown,12,5
36371,0.0,0.0,0,118,36240.0,unknown,12,5
36373,0.0,0.0,0,111,36240.0,unknown,12,5
36374,0.0,0.0,0,111,36240.0,unknown,12,5
36376,0.0,0.0,0,113,36240.0,unknown,12,5
36377,0.0,0.0,0,113,36240.0,unknown,13,5
36379,0.0,0.0,0,117,36240.0,unknown,13,5
36380,0.0,0.0,0,117,36240.0,unknown,13,5
36382,0.0,0.0,0,120,36240.0,unknown,13,5
36383,0.0,0.0,0,120,36240.0,unknown,13,5
36385,0.0,0.0,0,114,36240.0,unknown,13,5
36386,0.0,0.0,0,114,36240.0,unknown,13,5
36388,0.0,0.0,0,112,36240.0,unknown,13,6
36389,0.0,0.0,0,112,36240.0,unknown,13,6
36391,0.0,0.0,0,112,36240.0,unknown,13,6
37008,30000000.0,0.0,0,104,,unknown,14,14
37023,27000000.0,0.0,0,110,,unknown,14,14
36392,0.0,0.0,0,112,36240.0,unknown,14,6
36394,0.0,0.0,0,120,36240.0,unknown,14,6
36395,0.0,0.0,0,120,36240.0,unknown,14,6
36397,0.0,0.0,0,120,36240.0,unknown,14,6
36398,0.0,0.0,0,120,36240.0,unknown,14,6
36400,0.0,0.0,0,113,36240.0,unknown,14,6
36401,0.0,0.0,0,113,36240.0,unknown,14,6
36403,0.0,0.0,0,112,36240.0,unknown,14,6
36404,0.0,0.0,0,112,36240.0,unknown,15,6
36406,0.0,0.0,0,113,36240.0,unknown,15,6
36407,0.0,0.0,0,113,36240.0,unknown,15,6
36409,0.0,0.0,0,114,36240.0,unknown,15,6
36410,0.0,0.0,0,114,36240.0,unknown,15,6
36412,0.0,0.0,0,113,36240.0,unknown,15,6
36413,0.0,0.0,0,113,36240.0,unknown,15,6
36415,0.0,0.0,0,113,36240.0,unknown,15,6
36416,0.0,0.0,0,113,36240.0,unknown,15,6
36418,0.0,0.0,0,117,36240.0,unknown,15,6
36419,0.0,0.0,0,117,36240.0,unknown,16,6
36421,0.0,0.0,0,115,36240.0,unknown,16,6
36422,0.0,0.0,0,115,36240.0,unknown,16,6
36424,0.0,0.0,0,116,36240.0,unknown,16,6
36425,0.0,0.0,0,116,36240.0,unknown,16,6
36427,0.0,0.0,0,113,36240.0,unknown,16,6
36428,0.0,0.0,0,113,36240.0,unknown,16,6
36430,0.0,0.0,0,111,36240.0,unknown,16,6
36431,0.0,0.0,0,111,36240.0,unknown,16,6
36433,0.0,0.0,0,118,36240.0,unknown,16,6
36434,0.0,0.0,0,118,36240.0,unknown,17,6
36436,0.0,0.0,0,118,36240.0,unknown,17,6
36437,0.0,0.0,0,118,36240.0,unknown,17,6
36439,0.0,0.0,0,111,36240.0,unknown,17,6
36440,0.0,0.0,0,111,36240.0,unknown,17,6
36442,0.0,0.0,0,119,36240.0,unknown,17,6
36443,0.0,0.0,0,119,36240.0,unknown,17,6
36445,0.0,0.0,0,112,36240.0,unknown,17,6
36446,0.0,0.0,0,112,36240.0,unknown,17,6
36448,0.0,0.0,0,112,36240.0,unknown,17,6
37311,30000000.0,0.0,0,107,,unknown,18,18
36449,0.0,0.0,0,112,36240.0,unknown,18,6
36451,0.0,0.0,0,113,36240.0,unknown,18,6
36452,0.0,0.0,0,113,36240.0,unknown,18,6
36454,0.0,0.0,0,117,36240.0,unknown,18,6
36455,0.0,0.0,0,117,36240.0,unknown,18,6
36457,0.0,0.0,0,113,36240.0,unknown,18,6
36458,0.0,0.0,0,113,36240.0,unknown,18,6
36460,0.0,0.0,0,120,36240.0,unknown,18,7
36461,0.0,0.0,0,120,36240.0,unknown,18,7
37350,27000000.0,0.0,0,106,,unknown,19,19
37386,19000000.0,0.0,0,105,,unknown,19,19
36463,0.0,0.0,0,117,36240.0,unknown,19,7
36464,0.0,0.0,0,117,36240.0,unknown,19,7
36466,0.0,0.0,0,117,36240.0,unknown,19,7
36467,0.0,0.0,0,117,36240.0,unknown,19,7
36469,0.0,0.0,0,112,36240.0,unknown,19,7
36470,0.0,0.0,0,112,36240.0,unknown,19,7
36472,0.0,0.0,0,111,36240.0,unknown,19,7
36473,0.0,0.0,0,111,36240.0,unknown,19,7
36475,0.0,0.0,0,113,36240.0,unknown,20,7
36476,0.0,0.0,0,113,36240.0,unknown,20,7
36478,0.0,0.0,0,114,36240.0,unknown,20,7
36479,0.0,0.0,0,114,36240.0,unknown,20,7
36481,0.0,0.0,0,117,36240.0,unknown,20,7
36482,0.0,0.0,0,117,36240.0,unknown,20,7
36484,0.0,0.0,0,120,36240.0,unknown,20,7
36485,0.0,0.0,0,120,36240.0,unknown,20,7
36487,0.0,0.0,0,117,36240.0,unknown,20,7
36488,0.0,0.0,0,117,36240.0,unknown,20,7
36490,0.0,0.0,0,116,36240.0,unknown,21,7
36491,0.0,0.0,0,116,36240.0,unknown,21,7
36493,0.0,0.0,0,111,36240.0,unknown,21,7
36494,0.0,0.0,0,111,36240.0,unknown,21,7
36496,0.0,0.0,0,120,36240.0,unknown,21,7
36497,0.0,0.0,0,120,36240.0,unknown,21,7
36499,0.0,0.0,0,120,36240.0,unknown,21,7
36500,0.0,0.0,0,120,36240.0,unknown,21,7
36502,0.0,0.0,0,120,36240.0,unknown,21,7
36503,0.0,0.0,0,120,36240.0,unknown,21,7
37611,27000000.0,0.0,0,107,,unknown,22,22
36505,0.0,0.0,0,117,36240.0,unknown,22,7
36506,0.0,0.0,0,117,36240.0,unknown,22,7
36508,0.0,0.0,0,120,36240.0,unknown,22,7
36509,0.0,0.0,0,120,36240.0,unknown,22,7
36511,0.0,0.0,0,112,36240.0,unknown,22,7
36512,0.0,0.0,0,112,36240.0,unknown,22,7
36514,0.0,0.0,0,117,36240.0,unknown,22,7
36515,0.0,0.0,0,117,36240.0,unknown,22,7
36517,0.0,0.0,0,116,36240.0,unknown,22,7
36518,0.0,0.0,0,116,36240.0,unknown,23,7
36520,0.0,0.0,0,120,36240.0,unknown,23,7
36521,0.0,0.0,0,120,36240.0,unknown,23,7
36523,0.0,0.0,0,112,36240.0,unknown,23,7
36524,0.0,0.0,0,112,36240.0,unknown,23,7
36526,0.0,0.0,0,119,36240.0,unknown,23,7
36527,0.0,0.0,0,119,36240.0,unknown,23,7
36529,0.0,0.0,0,119,36240.0,unknown,23,7
36530,0.0,0.0,0,119,36240.0,unknown,23,7
36532,0.0,0.0,0,119,36240.0,unknown,23,8
37692,19000000.0,0.0,0,104,,unknown,24,24
36533,0.0,0.0,0,119,36240.0,unknown,24,8
36535,0.0,0.0,0,112,36240.0,unknown,24,8
36536,0.0,0.0,0,112,36240.0,unknown,24,8
36538,0.0,0.0,0,120,36240.0,unknown,24,8
36539,0.0,0.0,0,120,36240.0,unknown,24,8
36541,0.0,0.0,0,117,36240.0,unknown,24,8
36542,0.0,0.0,0,117,36240.0,unknown,24,8
36544,0.0,0.0,0,111,36240.0,unknown,24,8
36545,0.0,0.0,0,111,36240.0,unknown,24,8
36547,0.0,0.0,0,118,36240.0,unknown,25,8
36548,0.0,0.0,0,118,36240.0,unknown,25,8
36550,0.0,0.0,0,116,36240.0,unknown,25,8
36551,0.0,0.0,0,116,36240.0,unknown,25,8
36553,0.0,0.0,0,113,36240.0,unknown,25,8
36554,0.0,0.0,0,113,36240.0,unknown,25,8
36556,0.0,0.0,0,119,36240.0,unknown,25,8
36557,0.0,0.0,0,119,36240.0,unknown,25,8
36559,0.0,0.0,0,114,36240.0,unknown,25,8
36560,0.0,0.0,0,114,36240.0,unknown,25,8
37863,27000000.0,0.0,0,109,,unknown,26,26
36562,0.0,0.0,0,118,36240.0,unknown,26,8
36563,0.0,0.0,0,118,36240.0,unknown,26,8
36565,0.0,0.0,0,116,36240.0,unknown,26,8
36566,0.0,0.0,0,116,36240.0,unknown,26,8
36568,0.0,0.0,0,114,36240.0,unknown,26,8
36569,0.0,0.0,0,114,36240.0,unknown,26,8
36571,0.0,0.0,0,115,36240.0,unknown,26,8
36572,0.0,0.0,0,115,36240.0,unknown,26,8
36574,0.0,0.0,0,120,36240.0,unknown,26,8
36575,0.0,0.0,0,120,36240.0,unknown,27,8
36577,0.0,0.0,0,119,36240.0,unknown,27,8
36578,0.0,0.0,0,119,36240.0,unknown,27,8
36580,0.0,0.0,0,119,36240.0,unknown,27,8
36581,0.0,0.0,0,119,36240.0,unknown,27,8
36583,0.0,0.0,0,119,36240.0,unknown,27,8
36584,0.0,0.0,0,119,36240.0,unknown,27,8
36586,0.0,0.0,0,114,36240.0,unknown,27,8
36587,0.0,0.0,0,114,36240.0,unknown,27,8
36589,0.0,0.0,0,114,36240.0,unknown,27,8
36590,0.0,0.0,0,114,36240.0,unknown,28,8
36592,0.0,0.0,0,111,36240.0,unknown,28,8
36593,0.0,0.0,0,111,36240.0,unknown,28,8
36595,0.0,0.0,0,116,36240.0,unknown,28,8
36596,0.0,0.0,0,116,36240.0,unknown,28,8
36598,0.0,0.0,0,117,36240.0,unknown,28,8
36599,0.0,0.0,0,117,36240.0,unknown,28,8
36601,0.0,0.0,0,118,36240.0,unknown,28,8
36602,0.0,0.0,0,118,36240.0,unknown,28,8
36604,0.0,0.0,0,115,36240.0,unknown,28,9
36605,0.0,0.0,0,115,36240.0,unknown,29,9
36607,0.0,0.0,0,120,36240.0,unknown,29,9
36608,0.0,0.0,0,120,36240.0,unknown,29,9
36610,0.0,0.0,0,112,36240.0,unknown,29,9
36611,0.0,0.0,0,112,36240.0,unknown,29,9
36613,0.0,0.0,0,113,36240.0,unknown,29,9
36614,0.0,0.0,0,113,36240.0,unknown,29,9
36616,0.0,0.0,0,117,36240.0,unknown,29,9
36617,0.0,0.0,0,117,36240.0,unknown,29,9
36619,0.0,0.0,0,111,36240.0,unknown,29,9
38160,19000000.0,0.0,0,110,,unknown,30,30
36620,0.0,0.0,0,111,36240.0,unknown,30,9
36622,0.0,0.0,0,113,36240.0,unknown,30,9
36623,0.0,0.0,0,113,36240.0,unknown,30,9
36625,0.0,0.0,0,116,36240.0,unknown,30,9
36626,0.0,0.0,0,116,36240.0,unknown,30,9
36628,0.0,0.0,0,119,36240.0,unknown,30,9
36629,0.0,0.0,0,119,36240.0,unknown,30,9
36631,0.0,0.0,0,119,36240.0,unknown,30,9
36632,0.0,0.0,0,119,36240.0,unknown,30,9
36634,0.0,0.0,0,120,36240.0,unknown,31,9
36635,0.0,0.0,0,120,36240.0,unknown,31,9
36637,0.0,0.0,0,120,36240.0,unknown,31,9
36638,0.0,0.0,0,120,36240.0,unknown,31,9
36640,0.0,0.0,0,114,36240.0,unknown,31,9
36641,0.0,0.0,0,114,36240.0,unknown,31,9
36643,0.0,0.0,0,113,36240.0,unknown,31,9
36644,0.0,0.0,0,113,36240.0,unknown,31,9
36646,0.0,0.0,0,118,36240.0,unknown,31,9
36647,0.0,0.0,0,118,36240.0,unknown,31,9
36649,0.0,0.0,0,115,36240.0,unknown,32,9
36650,0.0,0.0,0,115,36240.0,unknown,32,9
36652,0.0,0.0,0,114,36240.0,unknown,32,9
36653,0.0,0.0,0,114,36240.0,unknown,32,9
36655,0.0,0.0,0,111,36240.0,unknown,32,9
36656,0.0,0.0,0,111,36240.0,unknown,32,9
36658,0.0,0.0,0,118,36240.0,unknown,32,9
36659,0.0,0.0,0,118,36240.0,unknown,32,9
36661,0.0,0.0,0,118,36240.0,unknown,32,9
36662,0.0,0.0,0,118,36240.0,unknown,32,9
38355,30000000.0,0.0,0,103,,unknown,33,33
38340,27000000.0,0.0,0,104,,unknown,33,33
36664,0.0,0.0,0,117,36240.0,unknown,33,9
36665,0.0,0.0,0,117,36240.0,unknown,33,9
36667,0.0,0.0,0,114,36240.0,unknown,33,9
36668,0.0,0.0,0,114,36240.0,unknown,33,9
36670,0.0,0.0,0,111,36240.0,unknown,33,9
36671,0.0,0.0,0,111,36240.0,unknown,33,9
36673,0.0,0.0,0,113,36240.0,unknown,33,9
36674,0.0,0.0,0,113,36240.0,unknown,33,9
38409,19000000.0,0.0,0,109,,unknown,34,34
36676,0.0,0.0,0,114,36240.0,unknown,34,10
36677,0.0,0.0,0,114,36240.0,unknown,34,10
36679,0.0,0.0,0,112,36240.0,unknown,34,10
36680,0.0,0.0,0,112,36240.0,unknown,34,10
36682,0.0,0.0,0,117,36240.0,unknown,34,10
36683,0.0,0.0,0,117,36240.0,unknown,34,10
36685,0.0,0.0,0,111,36240.0,unknown,34,10
36686,0.0,0.0,0,111,36240.0,unknown,34,10
36688,0.0,0.0,0,112,36240.0,unknown,34,10
36689,0.0,0.0,0,112,36240.0,unknown,35,10
36691,0.0,0.0,0,116,36240.0,unknown,35,10
36692,0.0,0.0,0,116,36240.0,unknown,35,10
36694,0.0,0.0,0,113,36240.0,unknown,35,10
36695,0.0,0.0,0,113,36240.0,unknown,35,10
36697,0.0,0.0,0,117,36240.0,unknown,35,10
36698,0.0,0.0,0,117,36240.0,unknown,35,10
36700,0.0,0.0,0,114,36240.0,unknown,35,10
36701,0.0,0.0,0,114,36240.0,unknown,35,10
36703,0.0,0.0,0,111,36240.0,unknown,35,10
38589,30000000.0,0.0,0,105,,unknown,36,36
36704,0.0,0.0,0,111,36240.0,unknown,36,10
36706,0.0,0.0,0,116,36240.0,unknown,36,10
36707,0.0,0.0,0,116,36240.0,unknown,36,10
36709,0.0,0.0,0,117,36240.0,unknown,36,10
36710,0.0,0.0,0,117,36240.0,unknown,36,10
36712,0.0,0.0,0,117,36240.0,unknown,36,10
36713,0.0,0.0,0,117,36240.0,unknown,36,10
36715,0.0,0.0,0,115,36240.0,unknown,36,10
36716,0.0,0.0,0,115,36240.0,unknown,36,10
36718,0.0,0.0,0,113,36240.0,unknown,37,10
36719,0.0,0.0,0,113,36240.0,unknown,37,10
36721,0.0,0.0,0,114,36240.0,unknown,37,10
36722,0.0,0.0,0,114,36240.0,unknown,37,10
36724,0.0,0.0,0,114,36240.0,unknown,37,10
36725,0.0,0.0,0,114,36240.0,unknown,37,10
36727,0.0,0.0,0,118,36240.0,unknown,37,10
36728,0.0,0.0,0,118,36240.0,unknown,37,10
36730,0.0,0.0,0,115,36240.0,unknown,37,10
36731,0.0,0.0,0,115,36240.0,unknown,37,10
36733,0.0,0.0,0,117,36240.0,unknown,38,10
36734,0.0,0.0,0,117,36240.0,unknown,38,10
36736,0.0,0.0,0,119,36240.0,unknown,38,10
36737,0.0,0.0,0,119,36240.0,unknown,38,10
36739,0.0,0.0,0,112,36240.0,unknown,38,10
36740,0.0,0.0,0,112,36240.0,unknown,38,10
36742,0.0,0.0,0,115,36240.0,unknown,38,10
36743,0.0,0.0,0,115,36240.0,unknown,38,10
36745,0.0,0.0,0,112,36240.0,unknown,38,10
36746,0.0,0.0,0,112,36240.0,unknown,38,10
36748,0.0,0.0,0,118,36240.0,unknown,39,11
36749,0.0,0.0,0,118,36240.0,unknown,39,11
36751,0.0,0.0,0,118,36240.0,unknown,39,11
36752,0.0,0.0,0,118,36240.0,unknown,39,11
36754,0.0,0.0,0,118,36240.0,unknown,39,11
36755,0.0,0.0,0,118,36240.0,unknown,39,11
36757,0.0,0.0,0,111,36240.0,unknown,39,11
36758,0.0,0.0,0,111,36240.0,unknown,39,11
36760,0.0,0.0,0,111,36240.0,unknown,39,11
36761,0.0,0.0,0,111,36240.0,unknown,39,11
36763,0.0,0.0,0,117,36240.0,unknown,40,11
36764,0.0,0.0,0,117,36240.0,unknown,40,11
36766,0.0,0.0,0,116,36240.0,unknown,40,11
36767,0.0,0.0,0,116,36240.0,unknown,40,11
36769,0.0,0.0,0,114,36240.0,unknown,40,11
36770,0.0,0.0,0,114,36240.0,unknown,40,11
36772,0.0,0.0,0,117,36240.0,unknown,40,11
36773,0.0,0.0,0,117,36240.0,unknown,40,11
36775,0.0,0.0,0,114,36240.0,unknown,40,11
36776,0.0,0.0,0,114,36240.0,unknown,40,11
36778,0.0,0.0,0,115,36240.0,unknown,41,11
36779,0.0,0.0,0,115,36240.0,unknown,41,11
36781,0.0,0.0,0,115,36240.0,unknown,41,11
36782,0.0,0.0,0,115,36240.0,unknown,41,11
36784,0.0,0.0,0,112,36240.0,unknown,41,11
36785,0.0,0.0,0,112,36240.0,unknown,41,11
36787,0.0,0.0,0,116,36240.0,unknown,41,11
36788,0.0,0.0,0,116,36240.0,unknown,41,11
36790,0.0,0.0,0,112,36240.0,unknown,41,11
36791,0.0,0.0,0,112,36240.0,unknown,41,11
36793,0.0,0.0,0,114,36240.0,unknown,42,11
36794,0.0,0.0,0,114,36240.0,unknown,42,11
36796,0.0,0.0,0,116,36240.0,unknown,42,11
36797,0.0,0.0,0,116,36240.0,unknown,42,11
36799,0.0,0.0,0,113,36240.0,unknown,42,11
36800,0.0,0.0,0,113,36240.0,unknown,42,11
36802,0.0,0.0,0,118,36240.0,unknown,42,11
36803,0.0,0.0,0,118,36240.0,unknown,42,11
36805,0.0,0.0,0,117,36240.0,unknown,42,11
36806,0.0,0.0,0,117,36240.0,unknown,42,11
39069,43000000.0,0.0,0,105,,unknown,43,43
36808,0.0,0.0,0,111,36240.0,unknown,43,11
36809,0.0,0.0,0,111,36240.0,unknown,43,11
36811,0.0,0.0,0,115,36240.0,unknown,43,11
36812,0.0,0.0,0,115,36240.0,unknown,43,11
36814,0.0,0.0,0,111,36240.0,unknown,43,11
36815,0.0,0.0,0,111,36240.0,unknown,43,11
36817,0.0,0.0,0,113,36240.0,unknown,43,11
36818,0.0,0.0,0,113,36240.0,unknown,43,11
36820,0.0,0.0,0,119,36240.0,unknown,43,12
36821,0.0,0.0,0,119,36240.0,unknown,44,12
36823,0.0,0.0,0,117,36240.0,unknown,44,12
36824,0.0,0.0,0,117,36240.0,unknown,44,12
36826,0.0,0.0,0,114,36240.0,unknown,44,12
36827,0.0,0.0,0,114,36240.0,unknown,44,12
36829,0.0,0.0,0,118,36240.0,unknown,44,12
36830,0.0,0.0,0,118,36240.0,unknown,44,12
36832,0.0,0.0,0,111,36240.0,unknown,44,12
36833,0.0,0.0,0,111,36240.0,unknown,44,12
36835,0.0,0.0,0,112,36240.0,unknown,44,12
39264,43000000.0,0.0,0,106,,unknown,45,45
36836,0.0,0.0,0,112,36240.0,unknown,45,12
36838,0.0,0.0,0,114,36240.0,unknown,45,12
36839,0.0,0.0,0,114,36240.0,unknown,45,12
36841,0.0,0.0,0,111,36240.0,unknown,45,12
36842,0.0,0.0,0,111,36240.0,unknown,45,12
36844,0.0,0.0,0,117,36240.0,unknown,45,12
36845,0.0,0.0,0,117,36240.0,unknown,45,12
36847,0.0,0.0,0,117,36240.0,unknown,45,12
36848,0.0,0.0,0,117,36240.0,unknown,45,12
39270,30000000.0,0.0,0,109,,unknown,46,46
36850,0.0,0.0,0,113,36240.0,unknown,46,12
36851,0.0,0.0,0,113,36240.0,unknown,46,12
36853,0.0,0.0,0,115,36240.0,unknown,46,12
36854,0.0,0.0,0,115,36240.0,unknown,46,12
36856,0.0,0.0,0,114,36240.0,unknown,46,12
36857,0.0,0.0,0,114,36240.0,unknown,46,12
36859,0.0,0.0,0,116,36240.0,unknown,46,12
36860,0.0,0.0,0,116,36240.0,unknown,46,12
36862,0.0,0.0,0,114,36240.0,unknown,46,12
36863,0.0,0.0,0,114,36240.0,unknown,47,12
36865,0.0,0.0,0,113,36240.0,unknown,47,12
36866,0.0,0.0,0,113,36240.0,unknown,47,12
36868,0.0,0.0,0,118,36240.0,unknown,47,12
36869,0.0,0.0,0,118,36240.0,unknown,47,12
36871,0.0,0.0,0,115,36240.0,unknown,47,12
36872,0.0,0.0,0,115,36240.0,unknown,47,12
36874,0.0,0.0,0,119,36240.0,unknown,47,12
36875,0.0,0.0,0,119,36240.0,unknown,47,12
36877,0.0,0.0,0,118,36240.0,unknown,47,12
36878,0.0,0.0,0,118,36240.0,unknown,48,12
36880,0.0,0.0,0,115,36240.0,unknown,48,12
36881,0.0,0.0,0,115,36240.0,unknown,48,12
36883,0.0,0.0,0,113,36240.0,unknown,48,12
36884,0.0,0.0,0,113,36240.0,unknown,48,12
36886,0.0,0.0,0,116,36240.0,unknown,48,12
36887,0.0,0.0,0,116,36240.0,unknown,48,12
36889,0.0,0.0,0,115,36240.0,unknown,48,12
36890,0.0,0.0,0,115,36240.0,unknown,48,12
36892,0.0,0.0,0,120,36240.0,unknown,48,13
36893,0.0,0.0,0,120,36240.0,unknown,49,13
36895,0.0,0.0,0,115,36240.0,unknown,49,13
36896,0.0,0.0,0,115,36240.0,unknown,49,13
36898,0.0,0.0,0,113,36240.0,unknown,49,13
36899,0.0,0.0,0,113,36240.0,unknown,49,13
36901,0.0,0.0,0,111,36240.0,unknown,49,13
36902,0.0,0.0,0,111,36240.0,unknown,49,13
36904,0.0,0.0,0,119,36240.0,unknown,49,13
36905,0.0,0.0,0,119,36240.0,unknown,49,13
36907,0.0,0.0,0,118,36240.0,unknown,49,13
36908,0.0,0.0,0,118,36240.0,unknown,50,13
36910,0.0,0.0,0,113,36240.0,unknown,50,13
36911,0.0,0.0,0,113,36240.0,unknown,50,13
36913,0.0,0.0,0,118,36240.0,unknown,50,13
36914,0.0,0.0,0,118,36240.0,unknown,50,13
36916,0.0,0.0,0,119,36240.0,unknown,50,13
