period,block_number,mean_gas_fee_gwei,median_gas_fee_gwei,total_gas_fees_gwei,num_transactions
USDC_DEPEG_MARCH_2023,16900034,5834887.262741633,3117494.13242335,711856246.0544792,122
USDC_DEPEG_MARCH_2023,16900035,10732088.139276233,3822837.830520436,1373707281.8273578,128
USDC_DEPEG_MARCH_2023,16900036,7161207.727192102,2198432.0,1109987197.7147758,155
USDC_DEPEG_MARCH_2023,16900037,9980982.487621589,3682067.033321641,1457223443.192752,146
USDC_DEPEG_MARCH_2023,16900038,11069011.72570227,3291853.1685,1759972864.386661,159
USDC_DEPEG_MARCH_2023,16900039,6553729.195594469,2523149.08686,1015828025.3171427,155
USDC_DEPEG_MARCH_2023,16900040,10013467.33975926,3686858.982437046,1191602613.431352,119
USDC_DEPEG_MARCH_2023,16900041,5144349.5605544625,2527071.158925,2222359010.159528,432
USDC_DEPEG_MARCH_2023,16900042,7829839.145217546,2906795.883145644,1910480751.4330814,244
USDC_DEPEG_MARCH_2023,16900043,13698096.901168764,2739351.10974578,1972525953.768302,144
USDC_DEPEG_MARCH_2023,16900044,8741384.050801137,3355798.5857307157,979035013.6897274,112
USDC_DEPEG_MARCH_2023,16900045,9509383.010318467,2434686.37293,1683160792.8263686,177
USDC_DEPEG_MARCH_2023,16900046,14388876.725726664,4903267.04935,2388553536.4706264,166
USDC_DEPEG_MARCH_2023,16900047,11237070.315822974,4182016.1210079454,1775457109.90003,158
USDC_DEPEG_MARCH_2023,16900048,15673495.567230577,3533895.2400193997,2225636370.546742,142
USDC_DEPEG_MARCH_2023,16900049,11321347.750557486,3251881.965,1618952728.3297205,143
USDC_DEPEG_MARCH_2023,16900050,10559772.288801566,3513245.316830128,1393889942.1218066,132
USDC_DEPEG_MARCH_2023,16900051,12304696.51813345,3931773.051770766,1907227960.3106847,155
USDC_DEPEG_MARCH_2023,16900052,8970664.478740193,3832611.779380122,1569866283.7795339,175
USDC_DEPEG_MARCH_2023,16900053,11545228.077295944,3939394.853656044,2147412422.3770456,186
USDC_DEPEG_MARCH_2023,16900054,6699606.986674866,2994392.99646,877648515.2544074,131
USDC_DEPEG_MARCH_2023,16900055,7423560.3259936655,3174469.8025,1135804729.8770308,153
USDC_DEPEG_MARCH_2023,16900056,7412292.157576354,2707760.92356,807939845.1758226,109
USDC_DEPEG_MARCH_2023,16900057,10651857.807960382,2568529.1540672127,1555171239.9622157,146
USDC_DEPEG_MARCH_2023,16900058,6690927.423652829,4019283.025840936,1003639113.5479243,150
USDC_DEPEG_MARCH_2023,16900059,6966601.385731268,2232755.736536322,1114656221.7170029,160
USDC_DEPEG_MARCH_2023,16900060,13938179.509404158,4037869.7385636,1588952464.072074,114
USDC_DEPEG_MARCH_2023,16900061,5752048.343420134,2864433.1296,1288458828.92611,224
USDC_DEPEG_MARCH_2023,16900062,4884181.021100049,2612435.33808,615406808.6586062,126
USDC_DEPEG_MARCH_2023,16900063,7860887.52294108,3513501.03264,966889165.3217528,123
USDC_DEPEG_MARCH_2023,16900064,6257618.983575708,3149105.433313205,888581895.6677506,142
USDC_DEPEG_MARCH_2023,16900065,5822200.930182719,3382176.802866435,751063919.9935707,129
USDC_DEPEG_MARCH_2023,16900066,6713252.011389125,2859353.09521931,745170973.2641929,111
USDC_DEPEG_MARCH_2023,16900067,7951139.1848961385,3321233.22963306,1709494924.7526698,215
USDC_DEPEG_MARCH_2023,16900068,5228498.937804742,2854249.98282,596048878.9097406,114
USDC_DEPEG_MARCH_2023,16900069,31446621.839318592,6305730.41512512,3867934486.236187,123
USDC_DEPEG_MARCH_2023,16900070,8941374.779580312,3312464.88124181,2011809325.40557,225
USDC_DEPEG_MARCH_2023,16900071,10731401.527364876,2905582.30767,1706292842.8510153,159
USDC_DEPEG_MARCH_2023,16900072,29250990.122628458,6245853.788979147,4036636636.922727,138
USDC_DEPEG_MARCH_2023,16900073,20131499.47478398,4122769.8860291853,2576831932.7723494,128
USDC_DEPEG_MARCH_2023,16900074,6609533.851668445,2492322.8619919484,846020333.013561,128
USDC_DEPEG_MARCH_2023,16900075,15283764.193278464,3682065.60026175,1085147257.722771,71
USDC_DEPEG_MARCH_2023,16900076,6116103.237334761,2869378.256996592,1119246892.4322612,183
USDC_DEPEG_MARCH_2023,16900077,8345610.183609297,4180197.1030023973,1051546883.1347713,126
USDC_DEPEG_MARCH_2023,16900078,19777413.0051044,4015947.673566684,2393066973.6176324,121
USDC_DEPEG_MARCH_2023,16900079,7574161.095899045,2861802.412751645,1007363425.7545729,133
USDC_DEPEG_MARCH_2023,16900080,5909724.149870481,4313091.883899345,791903036.0826445,134
USDC_DEPEG_MARCH_2023,16900081,6840040.9586027255,2717044.32879,1114926676.2522442,163
USDC_DEPEG_MARCH_2023,16900082,4703924.794271489,3369335.074834904,616214148.0495651,131
USDC_DEPEG_MARCH_2023,16900083,9492020.86959068,3218328.371267857,1499739297.3953273,158
USDC_DEPEG_MARCH_2023,16900084,13802137.057293672,2709629.2044,1725267132.161709,125
USDC_DEPEG_MARCH_2023,16900085,18420223.26819292,4391123.36685,5194502961.6304035,282
USDC_DEPEG_MARCH_2023,16900086,10295643.917669775,6932340.670817187,3006328023.959574,292
USDC_DEPEG_MARCH_2023,16900087,8168806.127121091,4718424.186513498,1421372266.1190698,174
USDC_DEPEG_MARCH_2023,16900088,7502629.322231331,4568015.930095555,2130746727.5136979,284
USDC_DEPEG_MARCH_2023,16900089,11526154.877255399,5158984.348167504,2189969426.678526,190
USDC_DEPEG_MARCH_2023,16900090,7605107.161220315,5427011.757177549,1232027360.117691,162
USDC_DEPEG_MARCH_2023,16900091,8299069.452845672,5510961.274466538,1576823196.0406778,190
USDC_DEPEG_MARCH_2023,16900092,7967104.014516195,5753946.872151894,1203032706.1919456,151
USDC_DEPEG_MARCH_2023,16900093,13663920.809497802,5727205.296817554,2063252042.234168,151
USDC_DEPEG_MARCH_2023,16900094,10394877.154470693,5769645.226955764,1486467433.0893092,143
USDC_DEPEG_MARCH_2023,16900095,11204223.307126494,5674497.062405433,1579795486.3048356,141
USDC_DEPEG_MARCH_2023,16900096,16157642.774493571,5492343.297902769,2084335917.9096706,129
USDC_DEPEG_MARCH_2023,16900097,6419195.338593165,5343729.172960224,1065586426.2064655,166
USDC_DEPEG_MARCH_2023,16900098,13583956.255078284,5120874.0,2024009482.0066643,149
USDC_DEPEG_MARCH_2023,16900099,8535970.835846623,5150261.353404738,1655978342.154245,194
USDC_DEPEG_MARCH_2023,16900100,9041672.988883104,4349040.070580872,1392417640.287998,154
USDC_DEPEG_MARCH_2023,16900101,7825941.924542214,5183739.040927922,1189543172.5304165,152
USDC_DEPEG_MARCH_2023,16900102,14472372.49946891,7132460.259585934,2416886207.411308,167
USDC_DEPEG_MARCH_2023,16900103,9618416.019210242,5141491.048442849,1692841219.3810024,176
USDC_DEPEG_MARCH_2023,16900104,15130187.208613578,5038940.601195138,1830752652.242243,121
USDC_DEPEG_MARCH_2023,16900105,8498077.362067765,4979898.874968715,1232221217.499826,145
USDC_DEPEG_MARCH_2023,16900106,4692253.351827273,3324169.941656091,624069695.7930273,133
USDC_DEPEG_MARCH_2023,16900107,6459051.472920191,4746582.82350024,167935338.29592496,26
USDC_DEPEG_MARCH_2023,16900108,16211938.887778698,4259080.506301049,4085408599.720232,252
USDC_DEPEG_MARCH_2023,16900109,10493805.719084729,4003581.013007103,2770364709.8383684,264
USDC_DEPEG_MARCH_2023,16900110,7795673.411732588,3734053.62764,1083598604.2308297,139
USDC_DEPEG_MARCH_2023,16900111,11659396.276417948,3364298.8766299007,1678953063.8041844,144
USDC_DEPEG_MARCH_2023,16900112,8065373.720506922,4740578.761149179,1016237088.7838722,126
USDC_DEPEG_MARCH_2023,16900113,5888777.74749985,3897364.3194,906871773.1149769,154
USDC_DEPEG_MARCH_2023,16900114,8173305.94149556,4570545.513250024,1569274740.7671475,192
USDC_DEPEG_MARCH_2023,16900115,8087474.277104027,4121731.1919,1107983975.9632516,137
USDC_DEPEG_MARCH_2023,16900116,11636224.931836627,3568639.380498817,1768706189.6391673,152
USDC_DEPEG_MARCH_2023,16900117,5621331.072048981,2792805.6134313103,955626282.2483268,170
USDC_DEPEG_MARCH_2023,16900118,15054170.483782392,4042974.0085649,1776392117.0863223,118
USDC_DEPEG_MARCH_2023,16900119,10674310.121316614,4223652.3712432,1355637385.4072099,127
USDC_DEPEG_MARCH_2023,16900120,12657695.2507462,3813517.16214,1911311982.8626761,151
USDC_DEPEG_MARCH_2023,16900121,13515881.299061267,2545953.6040968513,2000350432.2610674,148
USDC_DEPEG_MARCH_2023,16900122,13528264.771395275,2958648.82425,1799259214.5955715,133
USDC_DEPEG_MARCH_2023,16900123,6808706.733307339,3510382.372893616,844279634.9301101,124
USDC_DEPEG_MARCH_2023,16900124,13312864.437267434,3221441.9308429593,1730672376.8447664,130
USDC_DEPEG_MARCH_2023,16900125,6859412.769699604,3003865.7712125,850567183.4427509,124
USDC_DEPEG_MARCH_2023,16900126,10520857.076165278,3044122.9401931902,1704378846.338775,162
USDC_DEPEG_MARCH_2023,16900127,26029263.51346241,3957287.8996268706,3800272472.965512,146
USDC_DEPEG_MARCH_2023,16900128,10703039.133913295,3076517.22345,1402098126.5426416,131
USDC_DEPEG_MARCH_2023,16900129,12170546.367894968,2880000.0,1691705945.1374006,139
USDC_DEPEG_MARCH_2023,16900130,5670173.433426661,3165907.658949228,941248789.9488258,166
USDC_DEPEG_MARCH_2023,16900131,7752785.219411631,3699267.741,1232692849.8864493,159
USDC_DEPEG_MARCH_2023,16900132,9781970.028465366,2906738.8519550003,1858574305.4084196,190
USDC_DEPEG_MARCH_2023,16900133,6593684.675188696,2977668.17546871,1219831664.9099088,185
USDC_DEPEG_MARCH_2023,16900134,6935474.654288455,5446827.705905976,901611705.0574992,130
USDC_DEPEG_MARCH_2023,16900135,13982138.916762315,4631259.533671418,2293070782.3490195,164
USDC_DEPEG_MARCH_2023,16900136,5366517.0651342,3300284.3785,627882496.6207014,117
USDC_DEPEG_MARCH_2023,16900137,7548021.707913937,3702344.905026489,890666561.5338446,118
USDC_DEPEG_MARCH_2023,16900138,9629881.76629264,2603547.2990699997,1791158008.5304308,186
USDC_DEPEG_MARCH_2023,16900139,6888427.866702768,3416994.377581568,1026375752.1387124,149
USDC_DEPEG_MARCH_2023,16900140,11145018.870419227,5346660.0,1727477924.9149802,155
USDC_DEPEG_MARCH_2023,16900141,10910407.629455054,4347515.826728856,1647471552.0477133,151
USDC_DEPEG_MARCH_2023,16900142,6664280.435811265,2701186.07985,879685017.527087,132
USDC_DEPEG_MARCH_2023,16900143,14496816.33948289,2563974.08984,2478955594.051574,171
USDC_DEPEG_MARCH_2023,16900144,4864383.434973522,2833351.56216,539946561.282061,111
USDC_DEPEG_MARCH_2023,16900145,10633461.887973936,2602406.45763,2105425453.8188396,198
USDC_DEPEG_MARCH_2023,16900146,8564165.775674632,2765367.831222855,1096213219.2863529,128
USDC_DEPEG_MARCH_2023,16900147,7396637.256275969,3021144.15429,909786382.5219442,123
USDC_DEPEG_MARCH_2023,16900148,7437981.054756181,3677831.4190499997,520658673.8329327,70
USDC_DEPEG_MARCH_2023,16900149,4926790.104313709,2654973.032570112,1192283205.2439175,242
USDC_DEPEG_MARCH_2023,16900150,7551720.682092973,2574541.12552,702310023.4346465,93
USDC_DEPEG_MARCH_2023,16900151,7067716.255597929,3552247.555181787,1166173182.1736581,165
USDC_DEPEG_MARCH_2023,16900152,9517696.00931448,6321863.485724288,1456207489.4251153,153
USDC_DEPEG_MARCH_2023,16900153,4452459.265492559,1839759.965560053,952826282.8154078,214
USDC_DEPEG_MARCH_2023,16900154,10039883.317177838,7223155.834947939,2158574913.193235,215
USDC_DEPEG_MARCH_2023,16900155,10077350.887129406,2615146.6971124997,1410829124.1981168,140
USDC_DEPEG_MARCH_2023,16900156,3792124.3014001325,2510974.04427,572610769.51142,151
USDC_DEPEG_MARCH_2023,16900157,7192229.9304799335,2170497.888583238,899028741.3099917,125
USDC_DEPEG_MARCH_2023,16900158,10200313.17489531,3043118.765052568,1652450734.3330405,162
USDC_DEPEG_MARCH_2023,16900159,5504758.386583174,2294596.190015322,721123348.6423957,131
USDC_DEPEG_MARCH_2023,16900160,6774484.592224734,2941907.8568,1104240988.5326316,163
USDC_DEPEG_MARCH_2023,16900161,10343319.963930942,2850000.0,1179138475.8881273,114
USDC_DEPEG_MARCH_2023,16900162,6354532.309739442,2495019.29958,908698120.2927401,143
USDC_DEPEG_MARCH_2023,16900163,6043535.139343937,2244476.059472375,1045531579.1065011,173
USDC_DEPEG_MARCH_2023,16900164,5418036.400566601,1809872.262028116,823541532.8861234,152
USDC_DEPEG_MARCH_2023,16900165,4990923.93723258,2250620.6444,973230167.7603531,195
USDC_DEPEG_MARCH_2023,16900166,14602875.798115913,2701545.0,1971388232.7456481,135
USDC_DEPEG_MARCH_2023,16900167,6426236.537386306,2356105.46949,1478034403.5988503,230
USDC_DEPEG_MARCH_2023,16900168,18062914.635234457,2301253.2552304203,3865463731.9401736,214
USDC_DEPEG_MARCH_2023,16900169,17742650.38986417,4296520.10919007,2643654908.0897613,149
USDC_DEPEG_MARCH_2023,16900170,21647056.632152595,4839768.275386655,3766587853.994551,174
USDC_DEPEG_MARCH_2023,16900171,6331308.556511952,2958809.870294164,747094409.6684103,118
USDC_DEPEG_MARCH_2023,16900172,12656849.483992785,3336992.1133022,1670704131.8870478,132
USDC_DEPEG_MARCH_2023,16900173,6604384.083686569,2860334.7152,970844460.3019257,147
USDC_DEPEG_MARCH_2023,16900174,10769470.072616545,3134020.6155552557,1292336408.7139854,120
USDC_DEPEG_MARCH_2023,16900175,4617092.424875383,2012958.41487,780288619.8039398,169
USDC_DEPEG_MARCH_2023,16900176,9087628.819002481,3112657.49987132,2617237099.8727145,288
USDC_DEPEG_MARCH_2023,16900177,13646943.904610394,4182619.391482246,1951512978.3592863,143
USDC_DEPEG_MARCH_2023,16900178,4956785.6101209475,2492336.961763282,465937847.3513691,94
USDC_DEPEG_MARCH_2023,16900179,9608685.724171786,2300468.887167978,1518172344.4191422,158
USDC_DEPEG_MARCH_2023,16900180,7983074.1671005,3509535.35873563,1077715012.5585675,135
USDC_DEPEG_MARCH_2023,16900181,9085968.614039417,2887954.5402028975,1235691731.5093608,136
USDC_DEPEG_MARCH_2023,16900182,6718288.859064464,3309921.4318,1162263972.6181524,173
USDC_DEPEG_MARCH_2023,16900183,6277745.812225626,3930765.3838961422,677996547.7203676,108
USDC_DEPEG_MARCH_2023,16900184,9665136.616660638,2806794.382690192,1488431038.9657383,154
USDC_DEPEG_MARCH_2023,16900185,6084526.741812764,3703719.939695567,1758428228.3838887,289
USDC_DEPEG_MARCH_2023,16900186,3903211.680438351,1409650.323885045,1088996058.8423,279
USDC_DEPEG_MARCH_2023,16900187,5952634.907505774,2976556.081097914,1488158726.8764434,250
USDC_DEPEG_MARCH_2023,16900188,6999040.151657184,1511934.507979588,1266826267.4499502,181
USDC_DEPEG_MARCH_2023,16900189,6541803.176061537,3306487.9642593777,876601625.5922459,134
USDC_DEPEG_MARCH_2023,16900190,11650243.758907571,3265730.08627892,1724236076.3183205,148
USDC_DEPEG_MARCH_2023,16900191,6504695.9637516355,3330087.2934,995218482.4540002,153
USDC_DEPEG_MARCH_2023,16900192,6956284.302411381,3638923.2934,1231262321.5268145,177
USDC_DEPEG_MARCH_2023,16900193,11463771.41096633,4310273.2371651605,1467362740.6036901,128
USDC_DEPEG_MARCH_2023,16900194,7847146.4155317545,3884073.77938198,996587594.7725328,127
USDC_DEPEG_MARCH_2023,16900195,6073573.700271916,2777829.8819983955,996066086.8445942,164
USDC_DEPEG_MARCH_2023,16900196,10305729.947060054,2863943.85708,1453107922.5354676,141
USDC_DEPEG_MARCH_2023,16900197,6287653.633120246,2921193.16524,1125490000.328524,179
USDC_DEPEG_MARCH_2023,16900198,7561359.532404971,3074871.622462883,1111519851.2635307,147
USDC_DEPEG_MARCH_2023,16900199,6847398.879260743,1906986.2616476,1431106365.7654953,209
USDC_DEPEG_MARCH_2023,16900200,10049161.576483492,5628094.80053652,1979684830.5672479,197
USDC_DEPEG_MARCH_2023,16900201,5443103.472331635,3862544.055457472,734818968.7647707,135
USDC_DEPEG_MARCH_2023,16900202,8139275.326041549,3198719.082195,1277866226.1885233,157
USDC_DEPEG_MARCH_2023,16900203,9031718.134228567,3427287.41838,1210250229.986628,134
USDC_DEPEG_MARCH_2023,16900204,14948859.41629542,3603138.0064785,1868607427.0369275,125
USDC_DEPEG_MARCH_2023,16900205,6158949.3709056815,2327026.400369619,1040862443.6830602,169
USDC_DEPEG_MARCH_2023,16900206,5676112.770899914,2772449.7668,828712464.5513874,146
USDC_DEPEG_MARCH_2023,16900207,6546783.898150092,3810456.853199538,1060578991.500315,162
USDC_DEPEG_MARCH_2023,16900208,9562923.777775597,3456563.663755598,1004106996.6664376,105
USDC_DEPEG_MARCH_2023,16900209,5086223.219739586,2647379.08125,701898804.3240628,138
USDC_DEPEG_MARCH_2023,16900210,4984773.769058894,2399550.0713834157,727776970.2825986,146
USDC_DEPEG_MARCH_2023,16900211,11507636.77061215,2722909.03764138,1323378228.6203973,115
USDC_DEPEG_MARCH_2023,16900212,5807032.140036719,2827819.464862485,888475917.4256179,153
USDC_DEPEG_MARCH_2023,16900213,9785652.998900127,3331926.3668833217,1252563583.8592162,128
USDC_DEPEG_MARCH_2023,16900214,3300115.8692595745,2289852.60239778,376213209.0955915,114
USDC_DEPEG_MARCH_2023,16900215,4059165.3755507334,2030561.168152007,848365563.4901032,209
USDC_DEPEG_MARCH_2023,16900216,7697640.499157371,2361730.157505,1400970570.8466415,182
USDC_DEPEG_MARCH_2023,16900217,5548687.088972855,2390227.803067445,610355579.7870141,110
USDC_DEPEG_MARCH_2023,16900218,4551277.855804336,2183941.857830678,591666121.2545637,130
USDC_DEPEG_MARCH_2023,16900219,7623228.080461243,2178195.98121,1417920422.9657912,186
USDC_DEPEG_MARCH_2023,16900220,5004191.333857741,2636226.650041284,655549064.7353641,131
USDC_DEPEG_MARCH_2023,16900221,10838936.196803818,2430722.489,1311511279.813262,121
USDC_DEPEG_MARCH_2023,16900222,4404110.749887335,2499356.8171,550513843.7359169,125
USDC_DEPEG_MARCH_2023,16900223,7984426.143845669,2131703.418642288,782473762.0968755,98
USDC_DEPEG_MARCH_2023,16900224,3110991.8063540887,1996705.5399,622198361.2708178,200
USDC_DEPEG_MARCH_2023,16900225,5834069.631915324,2298206.517,851774166.2596374,146
USDC_DEPEG_MARCH_2023,16900226,4683797.538917023,2752005.47286,711937225.9153875,152
USDC_DEPEG_MARCH_2023,16900227,4457948.136417436,2436140.2895,548327620.7793447,123
USDC_DEPEG_MARCH_2023,16900228,8769422.854816101,1984151.40111,1543418422.447634,176
USDC_DEPEG_MARCH_2023,16900229,4368721.580584462,2393797.29842297,646570793.9265003,148
USDC_DEPEG_MARCH_2023,16900230,5107760.511406953,2573903.413073498,837672723.8707404,164
USDC_DEPEG_MARCH_2023,16900231,11674536.44669932,2067756.9503600001,1377595300.7105198,118
USDC_DEPEG_MARCH_2023,16900232,6665070.20010745,2967402.565496122,839798845.2135386,126
USDC_DEPEG_MARCH_2023,16900233,8629026.307671815,2281678.46289,1113144393.6896641,129
USDC_DEPEG_MARCH_2023,16900234,4662221.735817948,2099683.258632925,648048821.2786949,139
USDC_DEPEG_MARCH_2023,16900235,4537185.348619857,1411972.0088,930122996.4670706,205
USDC_DEPEG_MARCH_2023,16900236,5424542.866821416,525034.687254,813681430.0232123,150
USDC_DEPEG_MARCH_2023,16900237,8170065.613526281,2000024.87184,1446101613.5941517,177
USDC_DEPEG_MARCH_2023,16900238,6749676.1495285295,2138280.45903,776212757.1957809,115
USDC_DEPEG_MARCH_2023,16900239,3899105.908817064,2319644.10174,791518499.489864,203
USDC_DEPEG_MARCH_2023,16900240,6982977.145983519,1613875.375235556,1291850772.006951,185
USDC_DEPEG_MARCH_2023,16900241,6131589.542614386,2027864.0,545711469.2926804,89
USDC_DEPEG_MARCH_2023,16900242,4881503.790511815,1903576.84731,898196697.4541739,184
USDC_DEPEG_MARCH_2023,16900243,3830479.230635909,2046117.80043,448166069.98440135,117
USDC_DEPEG_MARCH_2023,16900244,3516298.2251547743,2686579.1592252683,267238665.11176285,76
USDC_DEPEG_MARCH_2023,16900246,3657932.7235568287,2563581.87678868,274344954.26676214,75
USDC_DEPEG_MARCH_2023,16900254,5846117.186837513,2336931.6745896125,105230109.36307523,18
USDC_DEPEG_MARCH_2023,16900256,5572673.115268092,2899007.50141919,624139388.9100263,112
USDC_DEPEG_MARCH_2023,16900257,10540829.085259907,4156235.4475460853,2635207271.3149767,250
USDC_DEPEG_MARCH_2023,16900259,5999870.936589831,989144.884693678,863981414.8689356,144
USDC_DEPEG_MARCH_2023,16900260,8125653.044664588,4864866.0,609423978.3498441,75
USDC_DEPEG_MARCH_2023,16900275,6090842.188364491,3098610.065308755,870990432.9361222,143
USDC_DEPEG_MARCH_2023,16900276,8115530.577157543,3135660.31690335,933286016.3731174,115
USDC_DEPEG_MARCH_2023,16900278,3839449.7182157794,1704161.88022261,430018368.4401673,112
USDC_DEPEG_MARCH_2023,16900279,3494804.8844591705,1742420.9106,419376586.1351005,120
USDC_DEPEG_MARCH_2023,16900280,6082458.530569454,1961232.30747,1003605657.5439599,165
USDC_DEPEG_MARCH_2023,16900283,2471935.0887553976,816014.14104749,617983772.1888494,250
USDC_DEPEG_MARCH_2023,16900285,7336672.845210395,2054004.4525950002,1100500926.7815592,150
USDC_DEPEG_MARCH_2023,16900286,3983865.182036477,1748326.1718561375,438225170.0240125,110
USDC_DEPEG_MARCH_2023,16900287,3332300.983628434,2079302.4,429866826.888068,129
USDC_DEPEG_MARCH_2023,16900288,12111841.432892714,1958892.3411581172,1695657800.60498,140
USDC_DEPEG_MARCH_2023,16900289,2872738.0386816757,1845272.25293238,307382970.1389393,107
USDC_DEPEG_MARCH_2023,16900291,3805151.154203117,1889555.12415,376709964.2661086,99
USDC_DEPEG_MARCH_2023,16900292,5310002.336638333,2041061.263515,626580275.7233233,118
USDC_DEPEG_MARCH_2023,16900293,5552447.715425847,2695031.91836526,755132889.2979152,136
USDC_DEPEG_MARCH_2023,16900294,3009817.649976743,1509542.945560344,240785411.99813944,80
USDC_DEPEG_MARCH_2023,16900295,3207229.6306837043,2049315.05756643,314308503.807003,98
USDC_DEPEG_MARCH_2023,16900296,17641284.37350404,8982866.22435,4128060543.3999453,234
