block_num,builder_id,total_gas_fee,total_mev,total_created_txs,total_attack_txs,included_txs
205,builder_6,1080499996,18951760,63,40,100
206,builder_6,913669980,1293210,57,38,100
207,builder_6,183312995,47000,47,26,59
208,builder_6,272623998,445600,54,30,100
209,builder_6,129137003,998700,42,23,45
210,builder_6,156473009,461400,58,27,61
211,builder_6,353370013,1647100,64,42,100
212,builder_6,99738002,108000,57,30,49
213,builder_6,36279003,380900,45,35,42
214,builder_6,200030004,1536200,55,36,100
215,builder_6,58128989,164700,57,33,59
216,builder_6,190359984,18886600,56,30,100
217,builder_6,50731003,8536500,45,28,65
218,builder_6,87383992,1298780,55,29,60
219,builder_6,58558003,573810,63,41,74
220,builder_6,5849999,3130,57,37,8
221,builder_3,87396001,18060240,39,27,38
222,builder_7,80523000,8310,54,25,28
223,builder_6,350000,0,57,33,1
224,builder_6,364550008,20455010,47,32,100
225,builder_6,1080499996,18951760,63,40,100
226,builder_6,913669980,1293210,57,38,100
227,builder_6,183312995,47000,47,26,59
228,builder_6,272623998,445600,54,30,100
229,builder_6,129137003,998700,42,23,45
230,builder_6,156473009,461400,58,27,61
231,builder_6,353370013,1647100,64,42,100
232,builder_6,99738002,108000,57,30,49
233,builder_6,36279003,380900,45,35,42
234,builder_6,200030004,1536200,55,36,100
235,builder_6,58128989,164700,57,33,59
236,builder_6,190359984,18886600,56,30,100
237,builder_6,50731003,8536500,45,28,65
238,builder_6,87383992,1298780,55,29,60
239,builder_6,58558003,573810,63,41,74
240,builder_6,5849999,3130,57,37,8
241,builder_3,87396001,18060240,39,27,38
242,builder_7,80523000,8310,54,25,28
243,builder_6,350000,0,57,33,1
244,builder_6,364550008,20455010,47,32,100
245,builder_6,1080499996,18951760,63,40,100
246,builder_6,913669980,1293210,57,38,100
247,builder_6,183312995,47000,47,26,59
248,builder_6,272623998,445600,54,30,100
249,builder_6,129137003,998700,42,23,45
250,builder_6,156473009,461400,58,27,61
251,builder_6,353370013,1647100,64,42,100
252,builder_6,99738002,108000,57,30,49
253,builder_6,36279003,380900,45,35,42
254,builder_6,200030004,1536200,55,36,100
255,builder_6,58128989,164700,57,33,59
256,builder_6,190359984,18886600,56,30,100
257,builder_6,50731003,8536500,45,28,65
258,builder_6,87383992,1298780,55,29,60
259,builder_6,58558003,573810,63,41,74
260,builder_6,90279999,17000,48,31,6
261,builder_6,280022999,1056300,55,34,29
262,builder_6,512103000,5431100,53,31,73
263,builder_6,342899999,1577290,49,24,63
264,builder_6,226405983,7780470,49,30,53
265,builder_6,201027992,8354380,72,38,66
266,builder_6,173053996,222740,60,34,74
267,builder_6,83433000,800320,52,31,76
268,builder_6,51050008,173600,47,28,56
269,builder_6,27769994,236000,55,34,46
270,builder_6,27523005,1380200,52,31,38
271,builder_6,107160018,5108200,56,32,100
272,builder_6,171270014,5218580,54,37,100
273,builder_6,18399996,144800,48,28,45
274,builder_6,120584990,115400,53,29,71
275,builder_6,195213989,520400,41,22,96
276,builder_6,164550005,403000,50,29,100
277,builder_6,61723988,481900,53,32,59
278,builder_6,52798991,790500,55,34,67
279,builder_6,39379993,150400,48,33,48
280,builder_6,90279999,17000,48,31,6
281,builder_6,280022999,1056300,55,34,29
282,builder_6,512103000,5431100,53,31,73
283,builder_6,342899999,1577290,49,24,63
284,builder_6,226405983,7780470,49,30,53
285,builder_6,201027992,8354380,72,38,66
286,builder_6,173053996,222740,60,34,74
287,builder_6,83433000,800320,52,31,76
288,builder_6,51050008,173600,47,28,56
289,builder_6,27769994,236000,55,34,46
290,builder_6,27523005,1380200,52,31,38
291,builder_6,107160018,5108200,56,32,100
292,builder_6,171270014,5218580,54,37,100
293,builder_6,18399996,144800,48,28,45
294,builder_6,120584990,115400,53,29,71
295,builder_6,195213989,520400,41,22,96
296,builder_6,164550005,403000,50,29,100
297,builder_6,61723988,481900,53,32,59
298,builder_6,52798991,790500,55,34,67
299,builder_6,39379993,150400,48,33,48
300,builder_6,90279999,17000,48,31,6
301,builder_6,280022999,1056300,55,34,29
302,builder_6,512103000,5431100,53,31,73
303,builder_6,342899999,1577290,49,24,63
304,builder_6,226405983,7780470,49,30,53
305,builder_6,201027992,8354380,72,38,66
306,builder_6,173053996,222740,60,34,74
307,builder_6,83433000,800320,52,31,76
308,builder_6,51050008,173600,47,28,56
309,builder_6,27769994,236000,55,34,46
310,builder_6,27523005,1380200,52,31,38
311,builder_6,107160018,5108200,56,32,100
312,builder_6,171270014,5218580,54,37,100
313,builder_6,18399996,144800,48,28,45
314,builder_6,120584990,115400,53,29,71
315,builder_6,195213989,520400,41,22,96
316,builder_6,164550005,403000,50,29,100
317,builder_6,61723988,481900,53,32,59
318,builder_6,52798991,790500,55,34,67
319,builder_6,39379993,150400,48,33,48
320,builder_6,90279999,17000,48,31,6
321,builder_6,280022999,1056300,55,34,29
322,builder_6,512103000,5431100,53,31,73
323,builder_6,342899999,1577290,49,24,63
324,builder_6,226405983,7780470,49,30,53
325,builder_6,201027992,8354380,72,38,66
326,builder_6,173053996,222740,60,34,74
327,builder_6,83433000,800320,52,31,76
328,builder_6,51050008,173600,47,28,56
329,builder_6,27769994,236000,55,34,46
330,builder_6,27523005,1380200,52,31,38
331,builder_6,107160018,5108200,56,32,100
332,builder_6,171270014,5218580,54,37,100
333,builder_6,18399996,144800,48,28,45
334,builder_6,120584990,115400,53,29,71
335,builder_6,195213989,520400,41,22,96
336,builder_6,164550005,403000,50,29,100
337,builder_6,61723988,481900,53,32,59
338,builder_6,52798991,790500,55,34,67
339,builder_6,39379993,150400,48,33,48
340,builder_6,90279999,17000,48,31,6
341,builder_6,280022999,1056300,55,34,29
342,builder_6,512103000,5431100,53,31,73
343,builder_6,342899999,1577290,49,24,63
344,builder_6,226405983,7780470,49,30,53
345,builder_6,201027992,8354380,72,38,66
346,builder_6,173053996,222740,60,34,74
347,builder_6,83433000,800320,52,31,76
348,builder_6,51050008,173600,47,28,56
349,builder_6,27769994,236000,55,34,46
350,builder_6,27523005,1380200,52,31,38
351,builder_6,107160018,5108200,56,32,100
352,builder_6,171270014,5218580,54,37,100
353,builder_6,18399996,144800,48,28,45
354,builder_6,120584990,115400,53,29,71
355,builder_6,195213989,520400,41,22,96
356,builder_6,164550005,403000,50,29,100
357,builder_6,61723988,481900,53,32,59
358,builder_6,52798991,790500,55,34,67
359,builder_6,39379993,150400,48,33,48
360,builder_6,90279999,17000,48,31,6
361,builder_6,280022999,1056300,55,34,29
362,builder_6,512103000,5431100,53,31,73
363,builder_6,342899999,1577290,49,24,63
364,builder_6,226405983,7780470,49,30,53
365,builder_6,201027992,8354380,72,38,66
366,builder_6,173053996,222740,60,34,74
367,builder_6,83433000,800320,52,31,76
368,builder_6,51050008,173600,47,28,56
369,builder_6,27769994,236000,55,34,46
370,builder_6,27523005,1380200,52,31,38
371,builder_6,107160018,5108200,56,32,100
372,builder_6,171270014,5218580,54,37,100
373,builder_6,18399996,144800,48,28,45
374,builder_6,120584990,115400,53,29,71
375,builder_6,195213989,520400,41,22,96
376,builder_6,164550005,403000,50,29,100
377,builder_6,61723988,481900,53,32,59
378,builder_6,52798991,790500,55,34,67
379,builder_6,39379993,150400,48,33,48
380,builder_6,90279999,17000,48,31,6
381,builder_6,280022999,1056300,55,34,29
382,builder_6,512103000,5431100,53,31,73
383,builder_6,342899999,1577290,49,24,63
384,builder_6,226405983,7780470,49,30,53
385,builder_6,201027992,8354380,72,38,66
386,builder_6,173053996,222740,60,34,74
387,builder_6,83433000,800320,52,31,76
388,builder_6,51050008,173600,47,28,56
389,builder_6,27769994,236000,55,34,46
390,builder_6,27523005,1380200,52,31,38
391,builder_6,107160018,5108200,56,32,100
392,builder_6,171270014,5218580,54,37,100
393,builder_6,18399996,144800,48,28,45
394,builder_6,120584990,115400,53,29,71
395,builder_6,195213989,520400,41,22,96
396,builder_6,164550005,403000,50,29,100
397,builder_6,61723988,481900,53,32,59
398,builder_6,52798991,790500,55,34,67
399,builder_6,39379993,150400,48,33,48
400,builder_6,90279999,17000,48,31,6
401,builder_6,280022999,1056300,55,34,29
402,builder_6,512103000,5431100,53,31,73
403,builder_6,342899999,1577290,49,24,63
404,builder_6,226405983,7780470,49,30,53
405,builder_6,201027992,8354380,72,38,66
406,builder_6,173053996,222740,60,34,74
407,builder_6,83433000,800320,52,31,76
408,builder_6,51050008,173600,47,28,56
409,builder_6,27769994,236000,55,34,46
410,builder_6,27523005,1380200,52,31,38
411,builder_6,107160018,5108200,56,32,100
412,builder_6,171270014,5218580,54,37,100
413,builder_6,18399996,144800,48,28,45
414,builder_6,120584990,115400,53,29,71
415,builder_6,195213989,520400,41,22,96
416,builder_6,164550005,403000,50,29,100
417,builder_6,61723988,481900,53,32,59
418,builder_6,52798991,790500,55,34,67
419,builder_6,39379993,150400,48,33,48
420,builder_6,90279999,17000,48,31,6
421,builder_6,280022999,1056300,55,34,29
422,builder_6,512103000,5431100,53,31,73
423,builder_6,342899999,1577290,49,24,63
424,builder_6,226405983,7780470,49,30,53
425,builder_6,201027992,8354380,72,38,66
426,builder_6,173053996,222740,60,34,74
427,builder_6,83433000,800320,52,31,76
428,builder_6,51050008,173600,47,28,56
429,builder_6,27769994,236000,55,34,46
430,builder_6,27523005,1380200,52,31,38
431,builder_6,107160018,5108200,56,32,100
432,builder_6,171270014,5218580,54,37,100
433,builder_6,18399996,144800,48,28,45
434,builder_6,120584990,115400,53,29,71
435,builder_6,195213989,520400,41,22,96
436,builder_6,164550005,403000,50,29,100
437,builder_6,61723988,481900,53,32,59
438,builder_6,52798991,790500,55,34,67
439,builder_6,39379993,150400,48,33,48
440,builder_6,90279999,17000,48,31,6
441,builder_6,280022999,1056300,55,34,29
442,builder_6,512103000,5431100,53,31,73
443,builder_6,342899999,1577290,49,24,63
444,builder_6,226405983,7780470,49,30,53
445,builder_6,201027992,8354380,72,38,66
446,builder_6,173053996,222740,60,34,74
447,builder_6,83433000,800320,52,31,76
448,builder_6,51050008,173600,47,28,56
449,builder_6,27769994,236000,55,34,46
450,builder_6,27523005,1380200,52,31,38
451,builder_6,107160018,5108200,56,32,100
452,builder_6,171270014,5218580,54,37,100
453,builder_6,18399996,144800,48,28,45
454,builder_6,120584990,115400,53,29,71
455,builder_6,195213989,520400,41,22,96
456,builder_6,164550005,403000,50,29,100
457,builder_6,61723988,481900,53,32,59
458,builder_6,52798991,790500,55,34,67
459,builder_6,39379993,150400,48,33,48
460,builder_6,90279999,17000,48,31,6
461,builder_6,280022999,1056300,55,34,29
462,builder_6,512103000,5431100,53,31,73
463,builder_6,342899999,1577290,49,24,63
464,builder_6,226405983,7780470,49,30,53
465,builder_6,201027992,8354380,72,38,66
466,builder_6,173053996,222740,60,34,74
467,builder_6,83433000,800320,52,31,76
468,builder_6,51050008,173600,47,28,56
469,builder_6,27769994,236000,55,34,46
470,builder_6,27523005,1380200,52,31,38
471,builder_6,107160018,5108200,56,32,100
472,builder_6,171270014,5218580,54,37,100
473,builder_6,18399996,144800,48,28,45
474,builder_6,120584990,115400,53,29,71
475,builder_6,195213989,520400,41,22,96
476,builder_6,164550005,403000,50,29,100
477,builder_6,61723988,481900,53,32,59
478,builder_6,52798991,790500,55,34,67
479,builder_6,39379993,150400,48,33,48
480,builder_6,90279999,17000,48,31,6
481,builder_6,280022999,1056300,55,34,29
482,builder_6,512103000,5431100,53,31,73
483,builder_6,342899999,1577290,49,24,63
484,builder_6,226405983,7780470,49,30,53
485,builder_6,201027992,8354380,72,38,66
486,builder_6,173053996,222740,60,34,74
487,builder_6,83433000,800320,52,31,76
488,builder_6,51050008,173600,47,28,56
489,builder_6,27769994,236000,55,34,46
490,builder_6,27523005,1380200,52,31,38
491,builder_6,107160018,5108200,56,32,100
492,builder_6,171270014,5218580,54,37,100
493,builder_6,18399996,144800,48,28,45
494,builder_6,120584990,115400,53,29,71
495,builder_6,195213989,520400,41,22,96
496,builder_6,164550005,403000,50,29,100
497,builder_6,61723988,481900,53,32,59
498,builder_6,52798991,790500,55,34,67
499,builder_6,39379993,150400,48,33,48
500,builder_6,90279999,17000,48,31,6
501,builder_6,280022999,1056300,55,34,29
502,builder_6,512103000,5431100,53,31,73
503,builder_6,342899999,1577290,49,24,63
504,builder_6,226405983,7780470,49,30,53
505,builder_6,201027992,8354380,72,38,66
506,builder_6,173053996,222740,60,34,74
507,builder_6,83433000,800320,52,31,76
508,builder_6,51050008,173600,47,28,56
509,builder_6,27769994,236000,55,34,46
510,builder_6,27523005,1380200,52,31,38
511,builder_6,107160018,5108200,56,32,100
512,builder_6,171270014,5218580,54,37,100
513,builder_6,18399996,144800,48,28,45
514,builder_6,120584990,115400,53,29,71
515,builder_6,195213989,520400,41,22,96
516,builder_6,164550005,403000,50,29,100
517,builder_6,61723988,481900,53,32,59
518,builder_6,52798991,790500,55,34,67
519,builder_6,39379993,150400,48,33,48
520,builder_6,35940000,0,61,37,7
521,builder_6,167765003,18327360,54,36,50
522,builder_6,473631996,19212420,59,39,100
523,builder_6,226964004,19080,46,28,64
524,builder_6,29698994,480000,47,30,43
525,builder_6,71683006,299430,59,29,52
526,builder_6,327410010,303210,42,23,100
527,builder_6,146738004,1726000,56,33,100
528,builder_6,143022999,683700,51,34,39
529,builder_6,408000,0,54,29,2
530,builder_6,617000,0,47,25,3
531,builder_6,1152260005,351590,54,35,100
532,builder_6,307472001,664730,41,25,45
533,builder_6,1721600001,515000,49,30,100
534,builder_6,603748008,220100,39,23,94
535,builder_6,358513007,5794660,63,41,53
536,builder_6,709955015,13790180,48,30,100
537,builder_6,401991996,554100,37,19,93
538,builder_6,120079998,498000,49,28,47
539,builder_6,47687998,0,64,38,11
540,builder_6,35940000,0,61,37,7
541,builder_6,167765003,18327360,54,36,50
542,builder_6,473631996,19212420,59,39,100
543,builder_6,226964004,19080,46,28,64
544,builder_6,29698994,480000,47,30,43
545,builder_6,71683006,299430,59,29,52
546,builder_6,327410010,303210,42,23,100
547,builder_6,146738004,1726000,56,33,100
548,builder_6,143022999,683700,51,34,39
549,builder_6,408000,0,54,29,2
550,builder_6,617000,0,47,25,3
551,builder_6,1152260005,351590,54,35,100
552,builder_6,307472001,664730,41,25,45
553,builder_6,1721600001,515000,49,30,100
554,builder_6,603748008,220100,39,23,94
555,builder_6,358513007,5794660,63,41,53
556,builder_6,709955015,13790180,48,30,100
557,builder_6,401991996,554100,37,19,93
558,builder_6,120079998,498000,49,28,47
559,builder_6,47687998,0,64,38,11
560,builder_6,35940000,0,61,37,7
561,builder_6,167765003,18327360,54,36,50
562,builder_6,473631996,19212420,59,39,100
563,builder_6,226964004,19080,46,28,64
564,builder_6,29698994,480000,47,30,43
565,builder_6,71683006,299430,59,29,52
566,builder_6,327410010,303210,42,23,100
567,builder_6,146738004,1726000,56,33,100
568,builder_6,143022999,683700,51,34,39
569,builder_6,408000,0,54,29,2
570,builder_6,617000,0,47,25,3
571,builder_6,1152260005,351590,54,35,100
572,builder_6,307472001,664730,41,25,45
573,builder_6,1721600001,515000,49,30,100
574,builder_6,603748008,220100,39,23,94
575,builder_6,358513007,5794660,63,41,53
576,builder_6,709955015,13790180,48,30,100
577,builder_6,401991996,554100,37,19,93
578,builder_6,120079998,498000,49,28,47
579,builder_6,47687998,0,64,38,11
580,builder_6,35940000,0,61,37,7
581,builder_6,167765003,18327360,54,36,50
582,builder_6,473631996,19212420,59,39,100
583,builder_6,226964004,19080,46,28,64
584,builder_6,29698994,480000,47,30,43
585,builder_6,71683006,299430,59,29,52
586,builder_6,327410010,303210,42,23,100
587,builder_6,146738004,1726000,56,33,100
588,builder_6,143022999,683700,51,34,39
589,builder_6,408000,0,54,29,2
590,builder_6,617000,0,47,25,3
591,builder_6,1152260005,351590,54,35,100
592,builder_6,307472001,664730,41,25,45
593,builder_6,1721600001,515000,49,30,100
594,builder_6,603748008,220100,39,23,94
595,builder_6,358513007,5794660,63,41,53
596,builder_6,709955015,13790180,48,30,100
597,builder_6,401991996,554100,37,19,93
598,builder_6,120079998,498000,49,28,47
599,builder_6,47687998,0,64,38,11
600,builder_6,35940000,0,61,37,7
601,builder_6,167765003,18327360,54,36,50
602,builder_6,473631996,19212420,59,39,100
603,builder_6,226964004,19080,46,28,64
604,builder_6,29698994,480000,47,30,43
605,builder_6,71683006,299430,59,29,52
606,builder_6,327410010,303210,42,23,100
607,builder_6,146738004,1726000,56,33,100
608,builder_6,143022999,683700,51,34,39
609,builder_6,408000,0,54,29,2
610,builder_6,617000,0,47,25,3
611,builder_6,1152260005,351590,54,35,100
612,builder_6,307472001,664730,41,25,45
613,builder_6,1721600001,515000,49,30,100
614,builder_6,603748008,220100,39,23,94
615,builder_6,358513007,5794660,63,41,53
616,builder_6,709955015,13790180,48,30,100
617,builder_6,401991996,554100,37,19,93
618,builder_6,120079998,498000,49,28,47
619,builder_6,47687998,0,64,38,11
620,builder_6,35940000,0,61,37,7
621,builder_6,167765003,18327360,54,36,50
622,builder_6,473631996,19212420,59,39,100
623,builder_6,226964004,19080,46,28,64
624,builder_6,29698994,480000,47,30,43
625,builder_6,71683006,299430,59,29,52
626,builder_6,327410010,303210,42,23,100
627,builder_6,146738004,1726000,56,33,100
628,builder_6,143022999,683700,51,34,39
629,builder_6,408000,0,54,29,2
630,builder_6,617000,0,47,25,3
631,builder_6,1152260005,351590,54,35,100
632,builder_6,307472001,664730,41,25,45
633,builder_6,1721600001,515000,49,30,100
634,builder_6,603748008,220100,39,23,94
635,builder_6,358513007,5794660,63,41,53
636,builder_6,709955015,13790180,48,30,100
637,builder_6,401991996,554100,37,19,93
638,builder_6,120079998,498000,49,28,47
639,builder_6,47687998,0,64,38,11
640,builder_6,35940000,0,61,37,7
641,builder_6,167765003,18327360,54,36,50
642,builder_6,473631996,19212420,59,39,100
643,builder_6,226964004,19080,46,28,64
644,builder_6,29698994,480000,47,30,43
645,builder_6,71683006,299430,59,29,52
646,builder_6,327410010,303210,42,23,100
647,builder_6,146738004,1726000,56,33,100
648,builder_6,143022999,683700,51,34,39
649,builder_6,408000,0,54,29,2
650,builder_6,617000,0,47,25,3
651,builder_6,1152260005,351590,54,35,100
652,builder_6,307472001,664730,41,25,45
653,builder_6,1721600001,515000,49,30,100
654,builder_6,603748008,220100,39,23,94
655,builder_6,358513007,5794660,63,41,53
656,builder_6,709955015,13790180,48,30,100
657,builder_6,401991996,554100,37,19,93
658,builder_6,120079998,498000,49,28,47
659,builder_6,47687998,0,64,38,11
660,builder_6,35940000,0,61,37,7
661,builder_6,167765003,18327360,54,36,50
662,builder_6,473631996,19212420,59,39,100
663,builder_6,226964004,19080,46,28,64
664,builder_6,29698994,480000,47,30,43
665,builder_6,71683006,299430,59,29,52
666,builder_6,327410010,303210,42,23,100
667,builder_6,146738004,1726000,56,33,100
668,builder_6,143022999,683700,51,34,39
669,builder_6,408000,0,54,29,2
670,builder_6,617000,0,47,25,3
671,builder_6,1152260005,351590,54,35,100
672,builder_6,307472001,664730,41,25,45
673,builder_6,1721600001,515000,49,30,100
674,builder_6,603748008,220100,39,23,94
675,builder_6,358513007,5794660,63,41,53
676,builder_6,709955015,13790180,48,30,100
677,builder_6,401991996,554100,37,19,93
678,builder_6,120079998,498000,49,28,47
679,builder_6,47687998,0,64,38,11
680,builder_6,35940000,0,61,37,7
681,builder_6,167765003,18327360,54,36,50
682,builder_6,473631996,19212420,59,39,100
683,builder_6,226964004,19080,46,28,64
